You're connected with SSID=AndroidHanoba and IP=192.168.20.100
MPU ID=0x68
MPU6050/9150 found
resuming is activated
state load... ok
dumpState:  X=-17.15 Y=-9.67 delta=-1.66 mapCRC=-119232 mowPointsIdx=0 dockPointsIdx=0 freePointsIdx=0 wayMode=4 op=0 sensor=11 sonar.enabled=0 fixTimeout=0 absolutePosSource=0 lon=0.00 lat=0.00
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:00:18 0.00  IDLE   77703 27.3    5   0.00   0.00 -17.15  -9.67  -1.66   0.00   0.00   0.00 -99.99 INVAL  18.1  0/0     0    0    0 25.1øC 43% b p d
ublox chka error, msgclass=1, msgid=3C, msglen=40: 0!=3E
IMU gyro calibration (robot must be static)... 1
IMU gyro calibration (robot must be static)... 2
IMU gyro calibration (robot must be static)... 3
IMU gyro calibration (robot must be static)... 4
:00:00:23 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.66   0.00   0.00   0.00 -99.99 INVAL   1.4  0/0     0    0    0 25.1øC 43% b p d
IMU gyro calibration (robot must be static)... 5
IMU gyro calibration (robot must be static)... 6
IMU gyro calibration (robot must be static)... 7
IMU gyro calibration (robot must be static)... 8
IMU gyro calibration (robot must be static)... 9

:00:00:28 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.85   0.00   0.00   0.00 -99.99 INVAL   0.3  0/0     0    0    0 25.1øC 43% b p d
:00:00:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92 -215.49 -147.91 -76.02  82.01 INVAL   0.4  0/0     0    0    0 25.1øC 43% b p d
:00:00:38 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92 -215.49 -147.91 -76.02  82.01 INVAL   2.3  0/0     1    0    0 25.1øC 43% b p d
:00:00:43 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00  82.01 INVAL   1.4  0/0     1    0    1 25.1øC 43% b p d
:00:00:48 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00  82.01 INVAL   1.3  0/0     0    0    1 25.1øC 43% b p d
:00:00:53 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00  82.01 INVAL   0.4  0/0     0    0    0 25.1øC 43% b p d
Packet received: AT+V,0x16
V,Ardumower Moonlight,1.0.168.5 HB 2021-05-30,0xa5
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:00:58 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00  82.01 INVAL   0.4  0/0     0    0    1 25.1øC 43% b p d
:00:01:03 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   5.12 INVAL   2.3  0/0     0    0    1 25.1øC 43% b p d
:00:01:08 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.95 INVAL   0.4 17/0     0    0    1 25.1øC 43% b p d
:00:01:13 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.55 INVAL   0.4 17/0     0    0    1 25.1øC 43% b p d
:00:01:18 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.84 INVAL   0.4 20/0     0    0    0 25.4øC 42% b p d
:00:01:23 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.81 INVAL   0.4 22/0     0    0    0 25.4øC 42% b p d
:00:01:28 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.75 INVAL   0.4 22/0     0    0    0 25.4øC 42% b p d
:00:01:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   4.73 INVAL   1.4 22/0     0    0    0 25.4øC 42% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:01:38 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.92   0.00   0.00   0.00   5.54 INVAL   1.4 24/0     0    0    0 25.4øC 42% b p d
:00:01:43 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.91   0.00   0.00   0.00   5.88 INVAL   0.4 24/0     0    0    0 25.4øC 42% b p d
:00:01:48 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.91   0.00   0.00   0.00   6.14 INVAL   1.4 24/0     0    0    0 25.4øC 42% b p d
:00:01:53 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67   1.00   0.00   0.00   0.00   6.55 INVAL   0.4 24/0     1    0    0 25.4øC 42% b p d
GPS jump: 5.90
restarting due to gps jump
setOperation op=0 OP_IDLE
:00:01:58 0.02  IDLE   77703 27.3   43   0.00   0.00 -17.15  -9.67   1.27   0.00   0.00   0.00   5.79 INVAL   0.4 23/0     0    0    0 25.4øC 42% b p d
:00:02:03 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67   0.98   0.00   0.00   0.00   5.53 INVAL   0.4 18/12    0    0    0 25.4øC 42% b p d
GPS jump: 9.46
restarting due to gps jump
setOperation op=0 OP_IDLE
GPS jump: 1.34
restarting due to gps jump
setOperation op=0 OP_IDLE
:00:02:08 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.43   0.00   0.00   0.00   5.01 INVAL   0.4 17/15    0    0    1 25.4øC 42% b p d
GPS jump: 0.51
restarting due to gps jump
setOperation op=0 OP_IDLE
:00:02:13 0.02  IDLE   77703 27.3   45   0.00   0.00 -17.15  -9.67  -1.43 -15.16 -10.39  -0.95   6.92 FLOAT   0.4 18/17    0    0    0 25.4øC 42% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:02:18 0.02  IDLE   77703 27.3   43   0.00   0.00 -17.15  -9.67  -1.43 -15.79 -10.85   0.24   5.72 FLOAT   0.4 18/16    0    0    0 25.8øC 39% b p d
:00:02:23 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.43 -16.28 -11.01   1.46   4.50 FLOAT   1.4 20/19    0    0    0 25.8øC 39% b p d
:00:02:28 0.02  IDLE   77703 27.3   43   0.00   0.00 -17.15  -9.67  -1.42 -16.61 -10.93   2.76   3.21 FLOAT   0.4 20/20    0    0    0 25.8øC 39% b p d
:00:02:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.69 -10.54   2.64   3.33 FLOAT   0.4 20/19    0    0    0 25.8øC 39% b p d
:00:02:38 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42   0.00   0.00   0.00   4.11 INVAL   1.5 20/19    0    0    0 25.8øC 39% b p d
:00:02:43 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.73 -10.18   2.26   3.71 FLOAT   1.4 27/25    0    0    0 25.8øC 39% b p d
:00:02:48 0.02  IDLE   77703 27.3   43   0.00   0.00 -17.15  -9.67  -1.42 -16.60  -9.97   1.94   4.03 FLOAT   0.4 28/23    0    0    0 25.8øC 39% b p d
:00:02:53 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.42  -9.70   1.32   4.64 FLOAT   0.4 30/28    0    0    1 25.8øC 39% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:02:58 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.26  -9.65   1.12   4.85 FLOAT   0.4 30/27    0    0    0 25.8øC 39% b p d
:00:03:03 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.04  -9.70   0.56   5.41 FLOAT   0.4 30/26    0    0    1 25.8øC 39% b p d
:00:03:08 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.17  -9.75   1.25   4.72 FLOAT   0.4 30/26    0    0    0 25.8øC 39% b p d
:00:03:13 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.28  -9.64   1.61   4.36 FLOAT   0.4 29/28    0    0    0 25.8øC 39% b p d
:00:03:18 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.37  -9.56   1.96   4.01 FLOAT   0.4 30/29    0    0    0 26.1øC 41% b p d
:00:03:23 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.33  -9.60   1.94   4.03 FLOAT   1.4 30/29    0    0    0 26.1øC 41% b p d
:00:03:28 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.37  -9.47   2.03   3.93 FLOAT   0.4 30/28    0    0    0 26.1øC 41% b p d
:00:03:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.34  -9.46   1.58   4.39 FLOAT   0.4 29/28    0    0    1 26.1øC 41% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:03:38 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.32  -9.34   1.52   4.44 FLOAT   0.5 30/28    0    0    1 26.1øC 41% b p d
:00:03:43 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.25  -9.26   1.55   4.42 FLOAT   1.4 28/28    0    0    1 26.1øC 41% b p d
:00:03:48 0.02  IDLE   77703 27.3   43   0.00   0.00 -17.15  -9.67  -1.42 -16.13  -9.20   1.47   4.49 FLOAT   0.4 29/28    0    0    1 26.1øC 41% b p d
:00:03:53 0.02  IDLE   77703 27.3   45   0.00   0.00 -17.15  -9.67  -1.42 -16.11  -9.14   1.54   4.43 FLOAT   0.4 29/28    0    0    1 26.1øC 41% b p d
:00:03:58 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.18  -9.04   1.48   4.48 FLOAT   0.4 30/28    0    0    1 26.1øC 41% b p d
:00:04:03 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.21  -8.97   1.42   4.54 FLOAT   0.4 30/28    0    0    1 26.1øC 41% b p d
:00:04:08 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.42 -16.22  -8.92   1.46   4.50 FLOAT   0.4 29/28    0    0    1 26.1øC 41% b p d
:00:04:13 0.02  IDLE   77703 27.3   45   0.00   0.00 -17.15  -9.67  -1.41 -16.24  -8.89   1.53   4.43 FLOAT   0.4 29/28    0    0    1 26.1øC 41% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:04:18 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.31  -8.88   1.50   4.46 FLOAT   0.5 30/27    0    0    1 26.5øC 41% b p d
:00:04:23 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.27  -8.86   1.55   4.42 FLOAT   0.4 29/27    0    0    1 26.5øC 41% b p d
:00:04:28 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.22  -8.84   1.64   4.33 FLOAT   0.4 30/29    0    0    0 26.5øC 41% b p d
:00:04:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.15  -8.85   1.63   4.34 FLOAT   0.4 30/27    0    0    0 26.5øC 41% b p d
:00:04:38 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.09  -8.87   1.65   4.31 FLOAT   0.4 28/27    0    0    0 26.5øC 41% b p d
:00:04:43 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.18  -8.90   1.67   4.29 FLOAT   0.4 30/28    0    0    1 26.5øC 41% b p d
:00:04:48 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.17  -8.90   1.69   4.28 FLOAT   0.4 30/28    0    0    1 26.5øC 41% b p d
:00:04:53 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.14  -8.90   1.55   4.42 FLOAT   0.4 29/27    0    0    1 26.5øC 41% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
:00:04:58 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -16.07  -8.90   1.43   4.53 FLOAT   0.5 29/27    1    0    1 26.5øC 41% b p d
:00:05:03 0.02  IDLE   77703 27.3   45   0.00   0.00 -17.15  -9.67  -1.41 -16.00  -8.90   1.36   4.60 FLOAT   0.4 29/28    0    0    1 26.5øC 41% b p d
:00:05:08 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -15.98  -8.87   1.44   4.53 FLOAT   0.5 29/28    0    0    1 26.5øC 41% b p d
:00:05:13 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -15.89  -8.82   1.49   4.48 FLOAT   0.4 29/28    0    0    1 26.5øC 41% b p d
:00:05:18 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -15.73  -8.78   1.52   4.45 FLOAT   0.5 29/27    1    0    0 26.8øC 41% b p d
:00:05:23 0.02  IDLE   77703 27.3   45   0.00   0.00 -17.15  -9.67  -1.41 -15.51  -8.73   1.58   4.38 FLOAT   1.5 29/27    0    0    0 26.8øC 41% b p d
:00:05:28 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -15.35  -8.71   1.61   4.36 FLOAT   0.4 32/29    0    0    0 26.8øC 41% b p d
:00:05:33 0.02  IDLE   77703 27.3   44   0.00   0.00 -17.15  -9.67  -1.41 -15.21  -8.68   1.65   4.31 FLOAT   0.4 30/30    1    0    0 26.8øC 41% b p d
#On-Time  Tctl State   freem Volt   Ic    Tx     Ty     Sx     Sy     Sd     Gx     Gy     Gd     Gz  SOL     Age  Sat.   Il   Ir   Im   Temp Hum Flags
